smiles,zinc_id,mwt,logp,reactive,purchasable,tranche_name
C[C@H]1C(=O)NCCN1C(=O)Nc1cc(F)cc(F)c1Br,ZINC000190659395,348.147,2.08,0,20,EEAD
O=C(N[C@H]1CCn2cncc2C1)C1=CCCCCC1,ZINC000623303428,259.353,2.205,0,20,CEAD
C[C@H]1C(=O)CC[C@@H]1CC(=O)OCCN(C)c1ccccc1,ZINC000796230489,289.375,2.6710000000000003,0,20,CFAD
COc1cccc(CCNC(=O)Nc2cc(C)nn2C(C)(C)C)c1,ZINC000620423580,330.432,3.319,0,20,EGAD
O=C(CCn1cnnn1)N[C@@H]1CCN(CCOCC(F)F)C[C@H]1O,ZINC001100045785,348.3540000000001,-1.104,0,20,EAAD
CC(C)=CCN1C(=O)C[C@@]2(CCCN(Cc3cnc(C)n3C)C2)C1=O,ZINC001272772736,344.459,2.036,0,20,EEAD
CC1(C(=O)N2CC(NC(=O)[C@H]3CCC(=O)N3)C2)CCC1,ZINC000990500169,279.34,-0.218,0,20,CBAD
Cn1ncc(C(=O)N2CC3(C2)CCN(Cc2cnnn2C)C3)n1,ZINC001073056290,316.369,-0.708,0,20,DBAD
CCCn1nnnc1CN1CC[C@@H](NC(=O)CC(=O)NC)[C@H](O)C1,ZINC001099792374,339.4,-1.729,0,20,EAAD
CC(=O)N1CC(C(=O)NC2CCN(C(=O)c3cncnc3O)CC2)C1,ZINC000947168223,347.375,-0.619,0,20,EBAD
C[C@@H]1C[C@@H](CNC(=O)N2CC3CCC2CC3)[C@@H](C)O1,ZINC001117944500,266.385,2.384,0,20,CEAD
C=CCn1cc(C(=O)N2CC(O)(CNC(=O)c3[nH]nnc3C)C2)nn1,ZINC001044370639,346.351,-1.492,30,20,EAED
O=C(Cn1nccn1)NCC1(O)CN(C(=O)c2ccco2)C1,ZINC001043212016,305.2940000000001,-1.126,0,20,DAAD
O=C(N[C@H]1CC12CCCCC2)c1cc(F)ccc1F,ZINC000180638301,265.303,3.417,0,20,CGAD
NC(=O)[C@@H]1C[C@@H]1C(=O)N1CC(CNC(=O)[C@H]2CCOC2)C1,ZINC001001135680,295.339,-1.281,0,20,CAAD
COC[C@@H](NS(=O)(=O)C1CCCCC1)C1CC1,ZINC000441862934,261.387,1.664,0,20,CDAD
CC[C@@H](c1nnc(N(CCO)C2CC2)n1C1CC1)c1ccccc1,ZINC000565118022,326.444,3.116,0,20,EGAD
CC(=O)N1CCCC[C@@H]1[C@@H](C)NC(=O)c1c(C)onc1C1CC1,ZINC000953510064,319.405,2.38,0,20,DEAD
CO[C@@H](C)CN1CCCC[C@H]1CNC(=O)CC1(C)CC1,ZINC001370867699,282.428,2.182,0,20,CEAD
C=CC(C)(C)C(=O)NC1CCN(CC[C@@H]2CCCO2)CC1,ZINC001228631132,294.439,2.3480000000000003,30,20,CEED
C=C(C)CN(CC)C(=O)NCC1CCN(C(=O)OC(C)(C)C)CC1,ZINC000102027883,339.48,3.241,30,20,EGED
C#CCCCC(=O)N1C[C@H](O)[C@H](CNC(=O)c2cnnc(C)c2)C1,ZINC001081431908,330.3880000000001,0.138,30,20,ECED
Cc1cc(C(=O)NC[C@@H](O)CNC(=O)c2ccc(F)cc2C)n(C)n1,ZINC001389071308,348.3780000000001,0.6970000000000001,0,20,ECAD
O=C(Cn1cncn1)NC1CN(C(=O)C[C@@H]2COC(=O)C2)C1,ZINC001000102906,307.31,-1.442,0,20,DAAD
CN(C(=O)CC(N)=O)C1CC(Nc2nccnc2-c2nn[nH]n2)C1,ZINC001578864909,331.34,-1.067,0,20,EAAD
C=C(Cl)CN1CCO[C@H](CNC(=O)c2cccc(C3CC3)c2)C1,ZINC001035616789,334.847,2.747,30,20,EFED
O=C(N1C[C@@H]2C[C@]2(c2ccccc2)C1)C1(C(F)F)CCC1,ZINC000927321272,291.341,3.222,0,20,CGAD
C#Cc1cncc(C(=O)N[C@@H]2CCC[C@H]([S@@](C)=O)C2)c1,ZINC000857308784,290.388,1.482,30,20,CDED
COCCCN1CC[C@@H]2CN(C(=O)c3cccc4cc[nH]c43)[C@@H]2C1,ZINC001221823599,327.428,2.351,0,20,EEAD
CCOCCn1cc(C(=O)N[C@@H](CCO)C(F)(F)F)cn1,ZINC000857721553,309.288,0.963,0,20,DCAD
O=C(NCCCCCCO)Nc1ccc(N2CCCC2=O)cc1,ZINC000775970918,319.405,2.488,0,20,DEAD
C[C@@H]1CCC[C@@H]1NCC1CCN(CC(F)(F)F)CC1,ZINC000436414669,278.362,3.039,0,20,CGAD
O=C(CCOCC(F)F)N1CCOC[C@@H]1[C@@H]1CCCCC1=O,ZINC000365054265,319.348,1.645,0,20,DDAD
CN(C)C/C=C/C(=O)N(C)Cc1ccccc1F,ZINC000264626463,250.317,1.902,0,20,CDAD
C[C@H]1CN(C(=O)C(N)=O)C[C@@H]1NC(=O)CCn1cnnn1,ZINC001072639301,295.303,-2.488,0,20,CAAD
N#CCc1cc(C2=CCCN(Cc3ccccc3)C2)ccn1,ZINC001240386433,289.382,3.437,30,20,CGED
COCOc1ccc(-c2ccc(OC)nc2F)cc1,ZINC001243212958,263.268,2.879,0,20,CFAD
Cc1c[nH]nc1C(=O)N[C@H]1CN([C@@H](C)C(=O)N(C)C)CC1(C)C,ZINC000974582240,321.425,0.635,0,20,DCAD
CCC[C@@H](C)C(=O)N1CCC(CN(C)Cc2nocc2C)CC1,ZINC001753362024,321.465,3.09,0,20,DGAD
O=C(C#CC1CC1)NCC1CC(NCCCN2CCCC2=O)C1,ZINC001100316076,317.433,0.897,30,20,DCED
Cc1noc(C)c1[C@H](C)C(=O)N1Cc2cc(F)c(F)cc2C1,ZINC000654174834,306.312,3.216,0,20,DGAD
CC1(C)NC(=O)N(CCCNCCNC(=O)[C@@H]2CCCO2)C1=O,ZINC001123159834,326.397,-0.408,0,20,EBAD
Cc1ccc(C(=O)N[C@H]2C[C@@H](NC(=O)CC3CCC3)C2)s1,ZINC000973811614,306.431,2.624,0,20,DFAD
CO[C@@H](C(=O)NC[C@@H]1CCCCN1C(=O)c1cnon1)C1CCC1,ZINC001082244567,336.392,0.996,0,20,ECAD
C=CCCO[C@H](C)C(=O)N[C@H](C)CCNc1ncc(F)cn1,ZINC001106245622,310.373,1.904,30,20,DDED
Cc1noc([C@@H](C)N2CC(CNC(=O)c3nc[nH]c3C(C)(C)C)C2)n1,ZINC001031682632,346.435,1.821,0,20,EDAD
Cc1csc(CN2[C@@H]3CC[C@H]2[C@H](NC(=O)c2cc(F)c[nH]2)C3)n1,ZINC001097560067,334.42,2.454,0,20,EEAD
Cc1ccc(C(=O)NCCc2ccccc2OC(F)F)c(=O)[nH]1,ZINC000188712559,322.311,2.257,0,20,DEAD
COCC(=O)N(C)CC(=O)N1CC(CNC(=O)c2cnns2)C1,ZINC001416078811,341.3930000000001,-1.169,0,20,EAAD
COCCC(=O)N1CCC2(CN(C(=O)[C@H]3CC(=O)N(C)C3)C2)C1,ZINC001383606875,323.393,-0.438,0,20,DBAD
COCCNC(=O)c1ccc(NCC[C@@H]2CCCC[C@H]2C)nc1,ZINC000358229113,319.449,3.0860000000000003,0,20,DFAD
CCc1onc(C)c1CNCCNC(=O)[C@@H]1C[C@H]1c1ccnn1C,ZINC001131634440,331.42,1.288,0,20,EDAD
Cc1cccc(OCCNC(=O)N2CC[C@@](C)(F)C2)c1,ZINC000500251475,280.343,2.517,0,20,CFAD
C[C@@H](C(=O)N1CC([C@H](C)NC(=O)Cc2cnc[nH]2)C1)C1CCCC1,ZINC001383318073,332.4480000000001,1.742,0,20,EDAD
CNC(=O)CCCC(=O)NC[C@H](C)NC(=O)c1cnsn1,ZINC001408120899,313.383,-0.311,0,20,DBAD
CCC[C@H](CN1CCN2C(=O)NC(=O)[C@H]2C1)OC,ZINC000638915044,255.318,0.038,0,20,CCAD
C/C=C(\C)C(=O)N1CCC[C@H](NC(=O)c2c(C)cncc2C)CC1,ZINC000965013831,329.444,2.776,0,20,EFAD
NC(=O)NCC(=O)N1CC(O)(CNC(=O)c2ccc[nH]2)C1,ZINC001041438768,295.2990000000001,-2.014,0,20,CAAD
CCn1ncc(C(=O)N[C@@H]2CN([C@H](C)c3ncccn3)C[C@H]2O)n1,ZINC001076967894,331.38,-0.376,0,20,EBAD
O=C1C[C@H]2C[C@H](N[C@H]3C(=O)NC(=O)NC3=S)C[C@H]2C1,ZINC001254936335,281.337,-0.131,0,20,CBAD
Cc1cc(Nc2ccc3c(c2)OC(F)(F)O3)cnc1N1CCNCC1,ZINC001159496053,348.353,2.865,0,20,EFAD
NC(=O)c1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)C2)[nH]1,ZINC001644988735,253.258,-1.272,0,20,CAAD
O=C(Cn1ncnn1)N1CC[C@@H](Nc2nccc(C(F)(F)F)n2)C1,ZINC001056707103,342.285,0.195,0,20,ECAD
Cc1nc(Cn2nnc(C(=O)NCC3(CC(C)C)CCC3)c2C)no1,ZINC000346258428,346.435,2.272,0,20,EEAD
Cn1cnnc1[C@H]1CCN(C(=O)[C@@H]2CCS(=O)(=O)N2)C1,ZINC001364650573,299.356,-1.177,0,20,CAAD
COCCC(=O)N1CCC[C@@H]2[C@@H]1CCN2C(=O)[C@@H]1Cc2ccccc21,ZINC001056178449,342.439,1.955,0,20,EDAD
Cn1c(=O)ccn(CC(=O)N2CCCOC2)c1=O,ZINC000293699536,253.258,-1.247,0,20,CAAD
C[C@@H](C(=O)NC[C@H]1CCCO1)N1CC(NC(=O)c2cn[nH]c2)C1,ZINC001481545398,321.381,-0.493,0,20,DBAD
O=C(Cn1nccn1)N1C[C@H]2CC[C@H]1[C@H](NCc1ccns1)C2,ZINC001078958205,332.43300000000005,0.904,0,20,ECAD
C#CCN[C@@H](CNC(=O)c1cc(Cl)n(C)n1)c1ccccc1OC,ZINC001198795296,346.8180000000001,1.776,30,20,EDED
COCCCC(=O)N[C@@H](C)[C@H](C)NCc1nc(=O)n(C)[nH]1,ZINC001755226327,299.375,-0.482,0,20,CBAD
COc1ncc(Br)cc1CN1CCC[C@H](CF)C1,ZINC000880237422,317.202,3.034,0,20,DGAD
CN1CC[C@@H](Nc2nc(S(C)(=O)=O)nc3c2CCNCC3)C1=O,ZINC001156502825,339.421,-0.789,0,20,EBAD
CC(=O)N(C)CC(=O)NCC1(O)CN(C(=O)C(C)(F)F)C1,ZINC001041568729,307.297,-1.1909999999999998,0,20,DAAD
CCO[C@@H]1C[C@H]1NC(=O)N(Cc1ccccc1)CC1CCC1,ZINC000580517943,302.418,3.176,0,20,DGAD
CCn1ncc(C(=O)N2CCC[C@@H](N[C@@H]3CCNC3=O)C2)c1C1CC1,ZINC001000657946,345.44699999999995,0.863,0,20,ECAD
CC(=O)OCCCc1cccc(NC(=O)[C@@](C)(N)c2ccccc2)c1,ZINC000843494423,340.423,2.995,0,20,EFAD
Cc1noc(C)c1[C@H](C)CNC(=O)C(=O)N[C@@H]1C=CCC1,ZINC001350833544,291.351,1.346,0,20,CDAD
Cc1cc(C)c(CNC(=O)N[C@H](C)[C@@H]2CCCCO2)cn1,ZINC000454781054,291.395,2.455,0,20,CEAD
C[C@@H](CCc1ccco1)NC[C@H]1CN2CCC1CC2,ZINC001660827408,262.397,2.532,0,20,CFAD
CC(=O)c1ccc(F)c(-c2cccc(-c3nc[nH]n3)c2)c1,ZINC001241302760,281.29,3.48,0,20,CGAD
C[C@@H]1[C@H](NC(=O)CCCC2CC2)CCCN1Cc1cnn[nH]1,ZINC001576019035,305.426,1.854,0,20,DDAD
COc1cnc(-c2cncc(OCC3CC3)c2)nc1,ZINC001245241065,257.293,2.336,0,20,CEAD
COc1ccc(CN(C)C(=O)[C@H]2CCC=CO2)cc1F,ZINC001411633852,279.311,2.485,0,20,CEAD
C[C@H]1CCC[C@]1(C)C(=O)NCc1cn(-c2ccccc2)nn1,ZINC000826993470,298.39,2.71,0,20,CFAD
COC(=O)[C@@H](C)CN1C(=O)COCC12CN(Cc1cc[nH]n1)C2,ZINC001272541771,322.365,-0.368,0,20,DBAD
CCc1oncc1C(=O)N[C@H]1CCN(C(=O)CCNC(N)=O)C1,ZINC001407757732,323.353,-0.374,0,20,DBAD
Cc1cc(Nc2cc(F)c(F)c(C(=O)O)c2)nn1C,ZINC001215455651,267.235,2.449,0,20,CEAD
CC1CCN(C(=O)NCc2ccc(C(=O)O)o2)CC1,ZINC000094554694,266.297,1.919,0,20,CDAD
NC(=O)[C@@H]1CC[C@@H]1C(=O)N1CCN(Cc2nc(O)n[nH]2)CC1,ZINC000949655883,308.342,-1.334,0,20,DAAD
CC1(C(=O)N2C[C@@H](NC(=O)[C@@H]3CC=CCC3)[C@@H](O)C2)CCC1,ZINC000961508234,306.406,1.221,0,20,DDAD
O=C(COCC1CC1)N[C@H]1CCN(C(=O)c2cnnc(O)c2)C1,ZINC001453982585,320.349,-0.061,0,20,DBAD
NC(=O)[C@H]1CC12CN(C(=O)c1ccc3c(c1)OCC(=O)N3)C2,ZINC001269137283,301.302,-0.035,0,20,DBAD
CC(C)SCC(=O)N1CC[C@H](NC(=O)c2ccn(C(F)F)n2)C1,ZINC001396919239,346.403,1.751,0,20,EDAD
CC[C@@H]1CN(C)CCN1C(=O)N[C@@H](C)C1CCOCC1,ZINC000584514742,283.416,1.537,0,20,CDAD
CCOc1ncc(Cl)cc1CN1CCCCO1,ZINC001233170207,256.733,2.661,0,20,CFAD
Cc1cc([C@@H](NC(=O)C2(C)COC(C)(C)OC2)C(=O)O)ccc1F,ZINC001600148101,339.36300000000006,2.165,0,20,EEAD
CCc1ccccc1CCN1CC[C@H](CO)[C@@H](O)C1,ZINC000583106436,263.381,1.467,0,20,CDAD
Cc1nc([C@H]2CCCN(C(=O)c3cccc4ccncc43)C2)n[nH]1,ZINC000648824785,321.384,2.681,0,20,DFAD
Cc1ccc(C(=O)NC[C@H]2COCCN2Cc2ccsc2)c(C)c1,ZINC001051233966,344.48,2.9960000000000004,0,20,EFAD
CO[C@@H](C(=O)N1CCN(S(C)(=O)=O)CC1)C(C)C,ZINC000471790526,278.374,-0.239,0,20,CBAD
COc1cccnc1C(=O)N1CCCc2ccc(F)cc21,ZINC000630767222,286.306,2.822,0,20,CFAD
O=C(O)C1(c2noc(Cc3c[nH]c4cc(F)ccc34)n2)CCC1,ZINC001594885577,315.3040000000001,2.787,0,20,DFAD
O=C(N[C@@H]1CCCCN(Cc2ccc(F)cc2)C1)C1[C@H]2CCC[C@H]12,ZINC001034161683,330.44699999999995,3.343,0,20,EGAD
Cc1ocnc1CNC(=O)NCc1ccc(C(=O)O)s1,ZINC001600861088,295.32,1.742,0,20,CDAD
CCCCCn1cc(CNC[C@@H](O)CC(C)(C)C#N)c(C)n1,ZINC000598725781,306.454,2.772,30,20,DFED
CC[C@H](C)CN1CC[C@H](NC(=O)c2cc(F)ccc2C)[C@H]1C,ZINC001088777910,306.425,3.373,0,20,DGAD
CCN(C(=O)c1c[nH]c2nccc-2c1)[C@@H]1CCN(CC(C)C)C1,ZINC001033864453,314.433,2.707,0,20,DFAD
COC(=O)N1CCC(C(=O)NC[C@@H](O)C(N)=O)CC1,ZINC001362414997,273.289,-1.5730000000000002,0,20,CAAD
CC(C)NC(=O)CN[C@H](C)CNC(=O)Cc1nc[nH]n1,ZINC001376840609,282.348,-1.034,0,20,CAAD
COCC[C@](C)(O)CN[C@H](C)c1cc(C)ccc1OC(F)F,ZINC000178371163,317.376,3.035,0,20,DGAD
O=C(Nc1nc2c(s1)CCCCC2)NC1CCSCC1,ZINC000195151651,311.476,3.429,0,20,DGAD
Cc1nc(C(=O)N(C)C[C@](C)(O)c2ccccc2)sc1C,ZINC000819715937,304.415,2.74,0,20,DFAD
CCN(C(=O)c1ccncc1)[C@H]1CCN(C(=O)[C@H](O)C(C)C)C1,ZINC000942636756,319.405,1.162,0,20,DDAD
Cc1cc(N[C@H]2C[C@H](CNC(=O)[C@@H]3CC3(F)F)C2)nc(C)n1,ZINC001046805923,310.348,2.055,0,20,DEAD
C[C@@]1(CNC(=O)Nc2ccc(N3CCCC3=O)cc2)CCOC1,ZINC000603561158,317.389,2.362,0,20,DEAD
CCN(CC(=O)O)C(=O)[C@H](C)c1ccc(Cl)c(Cl)c1,ZINC000262492165,304.173,3.03,0,20,DGAD
COc1ccc(C(C)(C)C(=O)NC[C@H](O)CC(C)C)cc1OC,ZINC000159275024,323.433,2.505,0,20,DFAD
Cn1nccc1C(=O)N1CC[C@@H](CCNC(=O)C[C@H]2CCNC2=O)C1,ZINC001059299500,347.4190000000001,-0.085,0,20,EBAD
O=C(c1ncccc1Cl)N1CCC(F)(c2cccnc2)CC1,ZINC000353386775,319.767,3.2310000000000003,0,20,DGAD
N#Cc1nc(=NCCCOCCNC(=O)c2cncnc2O)cc[nH]1,ZINC001115426504,343.347,-0.486,30,20,EBED
Cn1cc(NC(=O)[C@@H]2CC(c3cc(F)ccc3F)=NO2)cn1,ZINC000078651169,306.272,1.83,0,20,DDAD
Cn1nccc1C(=O)NCCNCCCS(C)(=O)=O,ZINC001124550565,288.373,-0.826,0,20,CBAD
COc1ccc([N+](=O)[O-])cc1CN[C@@H]1C[C@H](OC(C)C)C1(C)C,ZINC000361030045,322.405,3.285,5,20,DGBD
O=S(=O)(NC[C@@H](c1ccco1)N1CCCC1)C1CCC1,ZINC000820768132,298.408,1.888,0,20,CDAD
O=C(NCC1CN(CC[C@@H]2CCOC2)C1)c1c[nH]c(-c2nn[nH]n2)c1,ZINC001582476801,345.407,0.28300000000000003,0,20,ECAD
CC[C@@H](CNC(=O)c1cccc(C(N)=O)n1)NCC(=O)NC1CC1,ZINC001400916241,333.392,-0.443,0,20,EBAD
C#C[C@H](C)N(C)c1nnc([C@@H](C)c2ccc(OC)cc2)n1CC,ZINC001121756772,312.4170000000001,2.9160000000000004,30,20,DFED
N#CCN(Cc1c[nH]c2nccnc12)C1CCCC1,ZINC000284152307,255.325,2.226,30,20,CEED
COC[C@]12CCCO[C@H]1CCN(c1ccnc(N3CCOCC3)n1)C2,ZINC001165950770,348.44699999999995,1.335,0,20,EDAD
NC(=O)[C@@H]1C[C@@H]1C(=O)N1CCOC2(CN(Cc3cscn3)C2)C1,ZINC001053430390,336.417,-0.322,0,20,EBAD
CCCN1CCC(N[C@H](C2CCC2)[C@H]2CCOC2)CC1,ZINC000711841208,280.456,2.656,0,20,CFAD
CCCCN1CC[C@H](NC(=O)c2cc(F)c[nH]2)[C@H]1CC,ZINC001087662700,281.375,2.537,0,20,CFAD
O=C(c1cc2ccc(Cl)cc2[nH]1)N1CCC[C@H](CO)CC1,ZINC000294622902,306.793,3.056,0,20,DGAD
COc1cc(C#N)ccc1CN1C[C@H](C)C[C@H](C)C1,ZINC000120560964,258.365,3.045,30,20,CGED
Cc1ccc(C(N)=O)cc1NC(=O)C(=O)N(CC(F)F)C1CCC1,ZINC000892263964,339.342,1.679,0,20,EDAD
CCc1nnc(S[C@H]2CCN(c3ccccc3Cl)C2=O)o1,ZINC000641562819,323.805,3.1830000000000003,0,20,DGAD
C[C@@H]1CCC[C@H](CNC(=O)C2CCSCC2)C1,ZINC000336389551,255.427,3.072,0,20,CGAD
CCn1ncc2c1CCC[C@@H]2N[C@H]1CCN(C2CCCCC2)C1=O,ZINC000629244532,330.476,2.804,0,20,EFAD
Cc1nc(C(C)C)oc1C(=O)NCCc1ncc(C(=O)O)s1,ZINC001600688906,323.374,2.234,0,20,DEAD
Cc1cnn(C)c1C(=O)NCC1CCN(C(=O)[C@@H]2CCCN2C)CC1,ZINC000952445893,347.463,0.7909999999999999,0,20,ECAD
C=CCN(C(=O)NCCS(=O)(=O)CC1CC1)[C@@H](C)COC,ZINC000853869959,318.439,1.044,30,20,DDED
CC[C@H](C)[C@@H](O)CNS(=O)(=O)C[C@@H](COC)OC,ZINC000641347649,283.39,-0.026,0,20,CBAD
CCN[C@H](C)C[C@@H](C)NC(=O)c1cn(C)nc1COC,ZINC001134794760,282.388,1.073,0,20,CDAD
CC(=O)NC1(CNC(=O)C[C@H]2CCC(=O)N2)CCC1,ZINC001063606363,267.329,-0.17,0,20,CBAD
O=C(N[C@@H]1CCN(C(=O)c2cnon2)C[C@@H]1O)c1cnn[nH]1,ZINC000991587209,307.27,-1.807,0,20,DAAD
COc1ccccc1C/C(C)=C/C(=O)N[C@H](CO)[C@H]1CCCOC1,ZINC000839856099,333.42800000000005,2.088,0,20,EEAD
CCN(CCNC(=O)C1(C(F)F)CCC1)c1cnc(C#N)cn1,ZINC001100692277,323.347,1.726,30,20,DDED
CNC(=O)CN1C[C@@H](NC(=O)c2cnn(CCN(C)C)c2)[C@@H](O)C1,ZINC001083851268,338.412,-2.0340000000000003,0,20,EAAD
Cn1cnc(C(=O)N[C@H]2CCCN(C[C@H](O)C3CCCCC3)CC2)c1,ZINC001052310270,348.491,1.946,0,20,EDAD
Cc1c[nH]c(C(=O)N[C@H]2CC[C@@H](CNC(=O)c3csnn3)C2)n1,ZINC001015453583,334.405,0.898,0,20,ECAD
C[C@H](CCNCCS(=O)(=O)NC(C)(C)C)c1ccccc1,ZINC000579077325,312.4790000000001,2.488,0,20,DEAD
CCO[C@@H](C)C(=O)N[C@@H]1CN(Cc2nnnn2C)C[C@H]1C,ZINC001206170411,296.375,-0.428,0,20,CBAD
COCC(C)(C)C(=O)N1CCC[C@@H]1CN(C)C(=O)[C@@H](C)n1cccc1,ZINC001369657168,349.475,2.171,0,20,EEAD
CCn1c(SC[C@@H]2CCCC[C@@H]2O)nnc1-c1ccccn1,ZINC000332702274,318.446,3.003,0,20,DGAD
C[C@@H]1CC[C@@H](C(=O)O)CN1c1ccc(Br)cn1,ZINC000662894980,299.168,2.5340000000000003,0,20,CFAD
N#Cc1c2ccccc2[nH]c1C(=O)N[C@@H](C(=O)O)c1ccccc1,ZINC001601080872,319.32,2.595,30,20,DFED
O=C(NC[C@H]1COCCN1c1ncc(F)cn1)c1nc[nH]n1,ZINC001066494988,307.289,-0.631,0,20,DBAD
COC(=O)c1cc(CN[C@@H](c2ccccc2)C2CCOCC2)cn1C,ZINC000368032355,342.439,3.069,0,20,EGAD
Cn1cnc(C(=O)N2CCC[C@](CO)(NC(=O)c3cncnc3)C2)c1,ZINC001055898388,344.375,-0.393,0,20,EBAD
Cc1cc(CN2CCCN(C(=O)Cn3cccn3)CC2)on1,ZINC000980704911,303.366,0.914,0,20,DCAD
Cc1c[nH]nc1C(=O)NC[C@H]1CCN1C(=O)CNC(=O)N1CCCC1,ZINC001505701959,348.407,-0.146,0,20,EBAD
CO[C@@H](CS(=O)(=O)N[C@@H](CO)C(N)=O)C1CCCC1,ZINC000656989522,294.373,-1.043,0,20,CAAD
O=C(C[C@H]1CCCO1)N(CCO)CCNC(=O)c1cnn[nH]1,ZINC001057073028,311.342,-1.0759999999999998,0,20,DAAD
Cc1c[nH]c(C(=O)NC[C@H]2CCN2C(=O)C(N)=O)n1,ZINC000950185477,265.273,-1.466,0,20,CAAD
Cc1cc(N2C[C@H]3[C@@H](C2)[C@@H]3NC(=O)[C@H]2C[C@H]2C)nc(-c2ccccn2)n1,ZINC001060381535,349.4380000000001,2.0540000000000003,0,20,EEAD
COC(=O)Cn1cc(CNC(=O)N2C[C@H]3CCC[C@H]32)nn1,ZINC000441464881,293.327,0.145,0,20,CCAD
CC(C)NCCCNC(=O)N[C@H]1CCO[C@H](C(C)(C)C)C1,ZINC000637425989,299.459,2.267,0,20,CEAD
C=CCOCC(=O)N1C[C@H]2CN(C(=O)[C@@]3(C)C=CCC3)C[C@H]2C1,ZINC001055251015,318.4170000000001,1.462,30,20,DDED
Cc1nonc1CNCc1cnc(-c2ccco2)s1,ZINC000809744443,276.321,2.384,0,20,CEAD
CC(=O)Nc1ccc(CN2CCO[C@H](C(C)=O)C2)c(C)c1,ZINC001232188198,290.363,1.743,0,20,CDAD
COCC1(C(=O)N2CCn3nccc3C2)CCOCC1,ZINC001453766162,279.34,0.669,0,20,CCAD
CCO[C@@H]1COCC[C@@H]1CC(=O)Nc1ccc2c(c1)CNC2,ZINC000867974023,304.39,2.06,0,20,DEAD
C[C@@H]1CC/C(=C/C(=O)OCc2ccc(S(=O)(=O)C(F)F)cc2)C1,ZINC000754188417,344.379,3.4730000000000003,0,20,EGAD
CC(C)OCCN1C[C@@H]2[C@H](C1)OCCN2S(=O)(=O)N(C)C,ZINC001277657964,321.443,-0.397,0,20,DBAD
CN(C[C@H](O)CO)C[C@@]1(O)CCN(Cc2ccccc2)C1,ZINC000711820488,294.395,-0.092,0,20,CBAD
O=C(CCc1ccon1)N(CCO)CCNC(=O)c1ccccc1O,ZINC001058089048,347.371,0.564,0,20,ECAD
C[C@]1(C(=O)N[C@@H]2CN(C(=O)Cn3nccn3)C[C@H]2O)CCOC1,ZINC001025309329,323.353,-1.607,0,20,DAAD
CC[C@@H](C)C(=O)N1CCOC2(CN(CC3CC(F)(F)C3)C2)C1,ZINC001053167162,316.392,1.991,0,20,DDAD
C#CCNCCCC[C@H](C)NC(=O)c1cn2ccc(C)cc2n1,ZINC001171701860,312.4170000000001,2.154,30,20,DEED
COC[C@H]1C[C@@H](O)CN1C(=O)C(=O)N1C[C@H](COC)O[C@@H](C)C1,ZINC001326581297,330.381,-1.143,0,20,EAAD
C=C(C)CCN[C@H]1CCN(C(=O)C[C@@H](C)n2cccn2)[C@H]1C,ZINC001179875785,304.438,2.379,30,20,DEED
COc1ccc(C(=O)N2CC[C@@H]([C@H](C)NCc3csnn3)C2)cc1,ZINC001048043142,346.456,2.187,0,20,EEAD
CC(=O)N1CCO[C@H]2CCN(C(=O)Cn3cnnn3)C[C@@H]21,ZINC001019850123,294.315,-1.479,0,20,CAAD
C[C@@H](NC(=O)c1cc(C(N)=O)co1)[C@H]1CN(C(=O)C(N)=O)CCO1,ZINC001009741228,338.32,-1.791,0,20,EAAD
O=C(NCc1ccc2c(c1)CCC2)[C@H]1C[C@]12CCCOC2,ZINC001183686376,285.387,2.608,0,20,CFAD
CCN(Cc1cc(C)cc(C)c1)[C@H](C)CNC(=O)CCNC(=O)NC,ZINC001153151128,348.491,1.949,0,20,EDAD
COC[C@H](OC)C(=O)N(CCO)CCNC(=O)[C@@H](C)C#N,ZINC001058757278,301.343,-1.255,30,20,DAED
CN(C[C@@H]1COCCO1)[C@@H]1CC(=O)N(c2cnccn2)C1=O,ZINC000656480409,306.322,-0.544,0,20,DBAD
Cn1cc(CN2C[C@@H](O)[C@@H](CNC(=O)c3csnn3)C2)cn1,ZINC000958289237,322.394,-0.506,0,20,DBAD
CC(C)CCS(=O)(=O)N1CCN(c2nccc(C(C)C)n2)CC1,ZINC000184269880,340.49300000000005,2.0980000000000003,0,20,EEAD
Cn1ncc(C(=O)NC[C@H]2CN(Cc3nnnn3C)CCO2)n1,ZINC001035549378,321.345,-2.031,0,20,DAAD
NC(=O)CONC(=O)c1ncccc1Br,ZINC000231765768,274.074,-0.009000000000000001,0,20,CBAD
C[C@H](CNC(=O)C(=O)N1CC[C@@H](c2cccnc2)C1)C(=O)O,ZINC000656000678,305.334,0.234,0,20,DCAD
C[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H]1C[C@@H]2C[C@H]([C@@H]1C)C2(C)C,ZINC001221199700,311.426,-0.002,0,20,DBAD
CCOCc1cccc(NC(=O)N2CCC(COC)CC2)c1,ZINC000112423747,306.406,3.113,0,20,DGAD
CC(C)N1CC[C@@H](NC(=O)c2nnc(O)nc2O)[C@H](O)C1,ZINC001090395524,297.315,-1.144,0,20,CAAD
Cn1cc(CNC[C@@H]2CCCN2C(=O)CCn2cnnn2)nn1,ZINC001045251143,319.373,-1.028,0,20,DAAD
Cc1nc(NC(=O)N2CCC=C(c3ccncc3)C2)oc1C,ZINC000556857173,298.346,3.008,0,20,CGAD
